AF_VIO_factor01,AF_VIO_factor02,AF_VIO_factor03,AF_VIO_factor04,consecutive
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2019,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,1
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2020,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,1
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601398.SH,2021,未依法履行其他职责,公司本身,0
601528.SH,2019,未依法履行其他职责,公司本身,0
601528.SH,2020,未依法履行其他职责,公司本身,1
601528.SH,2021,未依法履行其他职责,公司本身,2
601555.SH,2018,未依法履行其他职责,公司控股参股公司,0
601555.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601555.SH,2019,未依法履行其他职责,公司控股参股公司,1
601558.SH,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
601558.SH,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
601558.SH,2020,未及时披露公司重大事项,公司股东,0
601558.SH,2020,未及时披露公司重大事项,公司股东,0
601558.SH,2020,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
601558.SH,2020,未及时披露公司重大事项,公司股东,0
601558.SH,2020,未及时披露公司重大事项,公司股东,0
601577.SH,2018,未依法履行其他职责,公司本身,0
601577.SH,2018,未依法履行其他职责,公司本身,0
601577.SH,2018,未依法履行其他职责,公司本身,0
601577.SH,2018,未依法履行其他职责,公司本身,0
601577.SH,2018,未依法履行其他职责,公司本身,0
601577.SH,2018,未依法履行其他职责,公司本身,0
601577.SH,2019,未依法履行其他职责,公司本身,1
601577.SH,2019,未依法履行其他职责,公司本身,0
601577.SH,2019,未依法履行其他职责,公司本身,0
601577.SH,2020,未依法履行其他职责,公司本身,1
601577.SH,2020,未依法履行其他职责,公司本身,0
601577.SH,2021,未依法履行其他职责,公司本身,1
601579.SH,2019,"未及时披露公司重大事项,未依法履行其他职责",公司股东,0
601579.SH,2019,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
601579.SH,2019,未及时披露公司重大事项,公司本身,0
601579.SH,2019,未及时披露公司重大事项,公司股东,0
601579.SH,2019,"未按时披露定期报告,未依法履行其他职责",公司股东,0
601579.SH,2019,未依法履行其他职责,公司股东,0
601579.SH,2019,未及时披露公司重大事项,公司股东,0
601579.SH,2020,"未及时披露公司重大事项,未依法履行其他职责",公司股东,1
601598.SH,2019,未依法履行其他职责,公司控股参股公司,0
601599.SH,2021,"信息披露虚假或严重误导性陈述,未及时披露公司重大事项",公司本身,0
601599.SH,2021,"未依法履行其他职责,未及时披露公司重大事项",公司本身,0
601608.SH,2020,"未及时披露公司重大事项,未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未及时披露公司重大事项,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,未及时披露公司重大事项,公司本身,0
601628.SH,2018,未及时披露公司重大事项,公司本身,0
601628.SH,2018,未及时披露公司重大事项,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,"未及时披露公司重大事项,未依法履行其他职责",公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2018,未依法履行其他职责,公司本身,0
601628.SH,2019,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,1
601628.SH,2019,未依法履行其他职责,公司本身,0
601628.SH,2019,未依法履行其他职责,公司本身,0
601628.SH,2019,未依法履行其他职责,公司本身,0
601628.SH,2019,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2019,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2019,未依法履行其他职责,公司本身,0
601628.SH,2019,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2019,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2019,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,1
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2020,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2020,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,信息披露虚假或严重误导性陈述,公司本身,0
601628.SH,2020,未依法履行其他职责,公司本身,0
601628.SH,2020,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,1
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,未依法履行其他职责,公司本身,0
601628.SH,2021,信息披露虚假或严重误导性陈述,公司本身,0
601658.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601658.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,信息披露虚假或严重误导性陈述,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,"未依法履行其他职责,信息披露虚假或严重误导性陈述",公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
601658.SH,2018,未依法履行其他职责,公司本身,0
