AF_CMP_factor01,AF_CMP_factor02,AF_CMP_factor03,AF_CMP_factor04,AF_CMP_factor05,AF_CMP_factor06,consecutive
002739.SZ,万达电影,万达电影股份有限公司,2015-01-22 00:00:00,,可选消费,0
002740.SZ,ST爱迪尔,福建省爱迪尔珠宝实业股份有限公司,2015-01-22 00:00:00,,可选消费,0
002741.SZ,光华科技,广东光华科技股份有限公司,2015-02-16 00:00:00,,材料,0
002742.SZ,三圣股份,重庆三圣实业股份有限公司,2015-02-17 00:00:00,,材料,0
002743.SZ,富煌钢构,安徽富煌钢构股份有限公司,2015-02-17 00:00:00,,工业,0
002745.SZ,木林森,木林森股份有限公司,2015-02-17 00:00:00,,信息技术,0
002746.SZ,仙坛股份,山东仙坛股份有限公司,2015-02-16 00:00:00,,日常消费,0
002747.SZ,埃斯顿,南京埃斯顿自动化股份有限公司,2015-03-20 00:00:00,,工业,0
002748.SZ,世龙实业,江西世龙实业股份有限公司,2015-03-19 00:00:00,,材料,0
002749.SZ,国光股份,四川国光农化股份有限公司,2015-03-20 00:00:00,,材料,0
002750.SZ,龙津药业,昆明龙津药业股份有限公司,2015-03-24 00:00:00,,医疗保健,0
002751.SZ,*ST易尚,深圳市易尚展示股份有限公司,2015-04-24 00:00:00,,工业,0
002752.SZ,昇兴股份,昇兴集团股份有限公司,2015-04-22 00:00:00,,材料,0
002753.SZ,永东股份,山西永东化工股份有限公司,2015-05-19 00:00:00,,材料,0
002755.SZ,奥赛康,北京奥赛康药业股份有限公司,2015-05-15 00:00:00,,医疗保健,0
002756.SZ,永兴材料,永兴特种材料科技股份有限公司,2015-05-15 00:00:00,,材料,0
002757.SZ,南兴股份,南兴装备股份有限公司,2015-05-27 00:00:00,,工业,0
002758.SZ,浙农股份,浙农集团股份有限公司,2015-05-27 00:00:00,,可选消费,0
002759.SZ,天际股份,天际新能源科技股份有限公司,2015-05-28 00:00:00,,材料,0
002760.SZ,凤形股份,凤形股份有限公司,2015-06-11 00:00:00,,工业,0
002761.SZ,浙江建投,浙江省建设投资集团股份有限公司,2015-06-10 00:00:00,,工业,0
002762.SZ,金发拉比,金发拉比妇婴童用品股份有限公司,2015-06-10 00:00:00,,可选消费,0
002763.SZ,汇洁股份,深圳汇洁集团股份有限公司,2015-06-10 00:00:00,,可选消费,0
002765.SZ,蓝黛科技,蓝黛科技集团股份有限公司,2015-06-12 00:00:00,,信息技术,0
002766.SZ,索菱股份,深圳市索菱实业股份有限公司,2015-06-11 00:00:00,,可选消费,0
002767.SZ,先锋电子,杭州先锋电子技术股份有限公司,2015-06-12 00:00:00,,工业,0
002768.SZ,国恩股份,青岛国恩科技股份有限公司,2015-06-30 00:00:00,,材料,0
002769.SZ,普路通,深圳市普路通供应链管理股份有限公司,2015-06-29 00:00:00,,工业,0
002771.SZ,真视通,北京真视通科技股份有限公司,2015-06-29 00:00:00,,信息技术,0
002772.SZ,众兴菌业,天水众兴菌业科技股份有限公司,2015-06-26 00:00:00,,日常消费,0
002773.SZ,康弘药业,成都康弘药业集团股份有限公司,2015-06-26 00:00:00,,医疗保健,0
002774.SZ,快意电梯,快意电梯股份有限公司,2017-03-24 00:00:00,,工业,0
002775.SZ,文科园林,深圳文科园林股份有限公司,2015-06-29 00:00:00,,工业,0
002776.SZ,ST柏龙,广东柏堡龙股份有限公司,2015-06-26 00:00:00,,可选消费,0
002777.SZ,久远银海,四川久远银海软件股份有限公司,2015-12-31 00:00:00,,信息技术,0
002778.SZ,中晟高科,江苏中晟高科环境股份有限公司,2016-01-06 00:00:00,,能源,0
002779.SZ,中坚科技,浙江中坚科技股份有限公司,2015-12-09 00:00:00,,工业,0
002780.SZ,三夫户外,北京三夫户外用品股份有限公司,2015-12-09 00:00:00,,可选消费,0
002781.SZ,*ST奇信,江西奇信集团股份有限公司,2015-12-22 00:00:00,,工业,0
002782.SZ,可立克,深圳可立克科技股份有限公司,2015-12-22 00:00:00,,信息技术,0
002783.SZ,凯龙股份,湖北凯龙化工集团股份有限公司,2015-12-09 00:00:00,,材料,0
002785.SZ,万里石,厦门万里石股份有限公司,2015-12-23 00:00:00,,材料,0
002786.SZ,银宝山新,深圳市银宝山新科技股份有限公司,2015-12-23 00:00:00,,工业,0
002787.SZ,华源控股,苏州华源控股股份有限公司,2015-12-31 00:00:00,,材料,0
002788.SZ,鹭燕医药,鹭燕医药股份有限公司,2016-02-18 00:00:00,,医疗保健,0
002789.SZ,建艺集团,深圳市建艺装饰集团股份有限公司,2016-03-11 00:00:00,,工业,0
002790.SZ,瑞尔特,厦门瑞尔特卫浴科技股份有限公司,2016-03-08 00:00:00,,工业,0
002791.SZ,坚朗五金,广东坚朗五金制品股份有限公司,2016-03-29 00:00:00,,工业,0
002792.SZ,通宇通讯,广东通宇通讯股份有限公司,2016-03-28 00:00:00,,信息技术,0
002793.SZ,罗欣药业,罗欣药业集团股份有限公司,2016-04-15 00:00:00,,医疗保健,0
002795.SZ,永和智控,永和流体智控股份有限公司,2016-04-28 00:00:00,,工业,0
002796.SZ,世嘉科技,苏州市世嘉科技股份有限公司,2016-05-10 00:00:00,,信息技术,0
002797.SZ,第一创业,第一创业证券股份有限公司,2016-05-11 00:00:00,,金融,0
002798.SZ,帝欧家居,帝欧家居集团股份有限公司,2016-05-25 00:00:00,,工业,0
002799.SZ,环球印务,西安环球印务股份有限公司,2016-06-08 00:00:00,,可选消费,0
002800.SZ,天顺股份,新疆天顺供应链股份有限公司,2016-05-30 00:00:00,,工业,0
002801.SZ,微光股份,杭州微光电子股份有限公司,2016-06-22 00:00:00,,工业,0
002802.SZ,洪汇新材,无锡洪汇新材料科技股份有限公司,2016-06-29 00:00:00,,材料,0
002803.SZ,吉宏股份,厦门吉宏科技股份有限公司,2016-07-12 00:00:00,,信息技术,0
002805.SZ,丰元股份,山东丰元化学股份有限公司,2016-07-07 00:00:00,,材料,0
002806.SZ,华锋股份,广东华锋新能源科技股份有限公司,2016-07-26 00:00:00,,可选消费,0
002807.SZ,江阴银行,江苏江阴农村商业银行股份有限公司,2016-09-02 00:00:00,,金融,0
002808.SZ,恒久科技,苏州恒久光电科技股份有限公司,2016-08-12 00:00:00,,信息技术,0
002809.SZ,红墙股份,广东红墙新材料股份有限公司,2016-08-23 00:00:00,,材料,0
002810.SZ,山东赫达,山东赫达集团股份有限公司,2016-08-26 00:00:00,,材料,0
002811.SZ,郑中设计,深圳市郑中设计股份有限公司,2016-09-08 00:00:00,,工业,0
002812.SZ,恩捷股份,云南恩捷新材料股份有限公司,2016-09-14 00:00:00,,材料,0
002813.SZ,路畅科技,深圳市路畅科技股份有限公司,2016-10-12 00:00:00,,信息技术,0
002815.SZ,崇达技术,崇达技术股份有限公司,2016-10-12 00:00:00,,信息技术,0
002816.SZ,和科达,深圳市和科达精密清洗设备股份有限公司,2016-10-25 00:00:00,,工业,0
002817.SZ,黄山胶囊,安徽黄山胶囊股份有限公司,2016-10-25 00:00:00,,医疗保健,0
002818.SZ,富森美,成都富森美家居股份有限公司,2016-11-09 00:00:00,,房地产,0
002819.SZ,东方中科,北京东方中科集成科技股份有限公司,2016-11-11 00:00:00,,信息技术,0
002820.SZ,桂发祥,天津桂发祥十八街麻花食品股份有限公司,2016-11-18 00:00:00,,日常消费,0
002821.SZ,凯莱英,凯莱英医药集团(天津)股份有限公司,2016-11-18 00:00:00,,医疗保健,0
002822.SZ,中装建设,深圳市中装建设集团股份有限公司,2016-11-29 00:00:00,,工业,0
002823.SZ,凯中精密,深圳市凯中精密技术股份有限公司,2016-11-24 00:00:00,,工业,0
002824.SZ,和胜股份,广东和胜工业铝材股份有限公司,2017-01-12 00:00:00,,材料,0
002825.SZ,纳尔股份,上海纳尔实业股份有限公司,2016-11-29 00:00:00,,材料,0
002826.SZ,易明医药,西藏易明西雅医药科技股份有限公司,2016-12-09 00:00:00,,医疗保健,0
002827.SZ,高争民爆,西藏高争民爆股份有限公司,2016-12-09 00:00:00,,材料,0
002828.SZ,贝肯能源,新疆贝肯能源工程股份有限公司,2016-12-08 00:00:00,,能源,0
002829.SZ,星网宇达,北京星网宇达科技股份有限公司,2016-12-13 00:00:00,,工业,0
002830.SZ,名雕股份,深圳市名雕装饰股份有限公司,2016-12-13 00:00:00,,工业,0
002831.SZ,裕同科技,深圳市裕同包装科技股份有限公司,2016-12-16 00:00:00,,材料,0
002832.SZ,比音勒芬,比音勒芬服饰股份有限公司,2016-12-23 00:00:00,,可选消费,0
002833.SZ,弘亚数控,广州弘亚数控机械股份有限公司,2016-12-28 00:00:00,,工业,0
002835.SZ,同为股份,深圳市同为数码科技股份有限公司,2016-12-28 00:00:00,,信息技术,0
002836.SZ,新宏泽,广东新宏泽包装股份有限公司,2016-12-29 00:00:00,,工业,0
002837.SZ,英维克,深圳市英维克科技股份有限公司,2016-12-29 00:00:00,,工业,0
002838.SZ,道恩股份,山东道恩高分子材料股份有限公司,2017-01-06 00:00:00,,材料,0
002839.SZ,张家港行,江苏张家港农村商业银行股份有限公司,2017-01-24 00:00:00,,金融,0
002840.SZ,华统股份,浙江华统肉制品股份有限公司,2017-01-10 00:00:00,,日常消费,0
002841.SZ,视源股份,广州视源电子科技股份有限公司,2017-01-19 00:00:00,,信息技术,0
002842.SZ,翔鹭钨业,广东翔鹭钨业股份有限公司,2017-01-19 00:00:00,,材料,0
002843.SZ,泰嘉股份,湖南泰嘉新材料科技股份有限公司,2017-01-20 00:00:00,,工业,0
002845.SZ,同兴达,深圳同兴达科技股份有限公司,2017-01-25 00:00:00,,信息技术,0
002846.SZ,英联股份,广东英联包装股份有限公司,2017-02-07 00:00:00,,材料,0
002847.SZ,盐津铺子,盐津铺子食品股份有限公司,2017-02-08 00:00:00,,日常消费,0
002848.SZ,高斯贝尔,高斯贝尔数码科技股份有限公司,2017-02-13 00:00:00,,可选消费,0
002849.SZ,威星智能,浙江威星智能仪表股份有限公司,2017-02-17 00:00:00,,工业,0
002850.SZ,科达利,深圳市科达利实业股份有限公司,2017-03-02 00:00:00,,工业,0
002851.SZ,麦格米特,深圳麦格米特电气股份有限公司,2017-03-06 00:00:00,,工业,0
002852.SZ,道道全,道道全粮油股份有限公司,2017-03-10 00:00:00,,日常消费,0
002853.SZ,皮阿诺,广东皮阿诺科学艺术家居股份有限公司,2017-03-10 00:00:00,,可选消费,0
002855.SZ,捷荣技术,东莞捷荣技术股份有限公司,2017-03-21 00:00:00,,信息技术,0
002856.SZ,美芝股份,深圳市美芝装饰设计工程股份有限公司,2017-03-20 00:00:00,,工业,0
002857.SZ,三晖电气,郑州三晖电气股份有限公司,2017-03-23 00:00:00,,工业,0
002858.SZ,力盛体育,力盛云动(上海)体育科技股份有限公司,2017-03-24 00:00:00,,可选消费,0
002859.SZ,洁美科技,浙江洁美电子科技股份有限公司,2017-04-07 00:00:00,,信息技术,0
002860.SZ,星帅尔,杭州星帅尔电器股份有限公司,2017-04-12 00:00:00,,工业,0
002861.SZ,瀛通通讯,瀛通通讯股份有限公司,2017-04-13 00:00:00,,信息技术,0
002862.SZ,实丰文化,实丰文化发展股份有限公司,2017-04-11 00:00:00,,可选消费,0
002863.SZ,今飞凯达,浙江今飞凯达轮毂股份有限公司,2017-04-18 00:00:00,,可选消费,0
002864.SZ,盘龙药业,陕西盘龙药业集团股份有限公司,2017-11-16 00:00:00,,医疗保健,0
002865.SZ,钧达股份,海南钧达汽车饰件股份有限公司,2017-04-25 00:00:00,,信息技术,0
002866.SZ,传艺科技,江苏传艺科技股份有限公司,2017-04-26 00:00:00,,信息技术,0
002867.SZ,周大生,周大生珠宝股份有限公司,2017-04-27 00:00:00,,可选消费,0
002868.SZ,绿康生化,绿康生化股份有限公司,2017-05-03 00:00:00,,医疗保健,0
002869.SZ,金溢科技,深圳市金溢科技股份有限公司,2017-05-15 00:00:00,,信息技术,0
002870.SZ,香山股份,广东香山衡器集团股份有限公司,2017-05-15 00:00:00,,可选消费,0
002871.SZ,伟隆股份,青岛伟隆阀门股份有限公司,2017-05-11 00:00:00,,工业,0
002872.SZ,ST天圣,天圣制药集团股份有限公司,2017-05-19 00:00:00,,医疗保健,0
002873.SZ,新天药业,贵阳新天药业股份有限公司,2017-05-19 00:00:00,,医疗保健,0
002875.SZ,安奈儿,深圳市安奈儿股份有限公司,2017-06-01 00:00:00,,可选消费,0
002876.SZ,三利谱,深圳市三利谱光电科技股份有限公司,2017-05-25 00:00:00,,信息技术,0
002877.SZ,智能自控,无锡智能自控工程股份有限公司,2017-06-05 00:00:00,,工业,0
002878.SZ,元隆雅图,北京元隆雅图文化传播股份有限公司,2017-06-06 00:00:00,,可选消费,0
002879.SZ,长缆科技,长缆电工科技股份有限公司,2017-07-07 00:00:00,,工业,0
002880.SZ,卫光生物,深圳市卫光生物制品股份有限公司,2017-06-16 00:00:00,,医疗保健,0
002881.SZ,美格智能,美格智能技术股份有限公司,2017-06-22 00:00:00,,信息技术,0
002882.SZ,金龙羽,金龙羽集团股份有限公司,2017-07-17 00:00:00,,工业,0
002883.SZ,中设股份,江苏中设集团股份有限公司,2017-06-20 00:00:00,,工业,0
002884.SZ,凌霄泵业,广东凌霄泵业股份有限公司,2017-07-11 00:00:00,,工业,0
002885.SZ,京泉华,深圳市京泉华科技股份有限公司,2017-06-27 00:00:00,,信息技术,0
002886.SZ,沃特股份,深圳市沃特新材料股份有限公司,2017-06-27 00:00:00,,材料,0
002887.SZ,绿茵生态,天津绿茵景观生态建设股份有限公司,2017-08-01 00:00:00,,工业,0
002888.SZ,惠威科技,广州惠威电声科技股份有限公司,2017-07-21 00:00:00,,可选消费,0
002889.SZ,东方嘉盛,深圳市东方嘉盛供应链股份有限公司,2017-07-31 00:00:00,,工业,0
002890.SZ,弘宇股份,山东弘宇农机股份有限公司,2017-08-02 00:00:00,,工业,0
002891.SZ,中宠股份,烟台中宠食品股份有限公司,2017-08-21 00:00:00,,日常消费,0
002892.SZ,科力尔,科力尔电机集团股份有限公司,2017-08-17 00:00:00,,工业,0
002893.SZ,华通热力,北京华远意通热力科技股份有限公司,2017-09-15 00:00:00,,公用事业,0
002895.SZ,川恒股份,贵州川恒化工股份有限公司,2017-08-25 00:00:00,,材料,0
002896.SZ,中大力德,宁波中大力德智能传动股份有限公司,2017-08-29 00:00:00,,工业,0
002897.SZ,意华股份,温州意华接插件股份有限公司,2017-09-07 00:00:00,,信息技术,0
002898.SZ,赛隆药业,赛隆药业集团股份有限公司,2017-09-12 00:00:00,,医疗保健,0
002899.SZ,英派斯,青岛英派斯健康科技股份有限公司,2017-09-15 00:00:00,,可选消费,0
002900.SZ,哈三联,哈尔滨三联药业股份有限公司,2017-09-22 00:00:00,,医疗保健,0
002901.SZ,大博医疗,大博医疗科技股份有限公司,2017-09-22 00:00:00,,医疗保健,0
002902.SZ,铭普光磁,东莞铭普光磁股份有限公司,2017-09-29 00:00:00,,信息技术,0
002903.SZ,宇环数控,宇环数控机床股份有限公司,2017-10-13 00:00:00,,工业,0
002905.SZ,金逸影视,广州金逸影视传媒股份有限公司,2017-10-16 00:00:00,,可选消费,0
002906.SZ,华阳集团,惠州市华阳集团股份有限公司,2017-10-13 00:00:00,,可选消费,0
002907.SZ,华森制药,重庆华森制药股份有限公司,2017-10-20 00:00:00,,医疗保健,0
002908.SZ,德生科技,广东德生科技股份有限公司,2017-10-20 00:00:00,,信息技术,0
002909.SZ,集泰股份,广州集泰化工股份有限公司,2017-10-26 00:00:00,,材料,0
002910.SZ,庄园牧场,兰州庄园牧场股份有限公司,2017-10-31 00:00:00,,日常消费,0
002911.SZ,佛燃能源,佛燃能源集团股份有限公司,2017-11-22 00:00:00,,公用事业,0
002912.SZ,中新赛克,深圳市中新赛克科技股份有限公司,2017-11-21 00:00:00,,信息技术,0
002913.SZ,奥士康,奥士康科技股份有限公司,2017-12-01 00:00:00,,信息技术,0
002915.SZ,中欣氟材,浙江中欣氟材股份有限公司,2017-12-05 00:00:00,,材料,0
002916.SZ,深南电路,深南电路股份有限公司,2017-12-13 00:00:00,,信息技术,0
002917.SZ,金奥博,深圳市金奥博科技股份有限公司,2017-12-08 00:00:00,,材料,0
002918.SZ,蒙娜丽莎,蒙娜丽莎集团股份有限公司,2017-12-19 00:00:00,,工业,0
002919.SZ,名臣健康,名臣健康用品股份有限公司,2017-12-18 00:00:00,,日常消费,0
002920.SZ,德赛西威,惠州市德赛西威汽车电子股份有限公司,2017-12-26 00:00:00,,可选消费,0
002921.SZ,联诚精密,山东联诚精密制造股份有限公司,2017-12-27 00:00:00,,工业,0
002922.SZ,伊戈尔,伊戈尔电气股份有限公司,2017-12-29 00:00:00,,工业,0
002923.SZ,润都股份,珠海润都制药股份有限公司,2018-01-05 00:00:00,,医疗保健,0
002925.SZ,盈趣科技,厦门盈趣科技股份有限公司,2018-01-15 00:00:00,,信息技术,0
002926.SZ,华西证券,华西证券股份有限公司,2018-02-05 00:00:00,,金融,0
002927.SZ,泰永长征,贵州泰永长征技术股份有限公司,2018-02-23 00:00:00,,工业,0
002928.SZ,华夏航空,华夏航空股份有限公司,2018-03-02 00:00:00,,工业,0
002929.SZ,润建股份,润建股份有限公司,2018-03-01 00:00:00,,信息技术,0
002930.SZ,宏川智慧,广东宏川智慧物流股份有限公司,2018-03-28 00:00:00,,工业,0
002931.SZ,锋龙股份,浙江锋龙电气股份有限公司,2018-04-03 00:00:00,,工业,0
002932.SZ,明德生物,武汉明德生物科技股份有限公司,2018-07-10 00:00:00,,医疗保健,0
002933.SZ,新兴装备,北京新兴东方航空装备股份有限公司,2018-08-28 00:00:00,,工业,0
002935.SZ,天奥电子,成都天奥电子股份有限公司,2018-09-03 00:00:00,,工业,0
002936.SZ,郑州银行,郑州银行股份有限公司,2018-09-19 00:00:00,,金融,0
002937.SZ,兴瑞科技,宁波兴瑞电子科技股份有限公司,2018-09-26 00:00:00,,信息技术,0
002938.SZ,鹏鼎控股,鹏鼎控股(深圳)股份有限公司,2018-09-18 00:00:00,,信息技术,0
002939.SZ,长城证券,长城证券股份有限公司,2018-10-26 00:00:00,,金融,0
002940.SZ,昂利康,浙江昂利康制药股份有限公司,2018-10-23 00:00:00,,医疗保健,0
002941.SZ,新疆交建,新疆交通建设集团股份有限公司,2018-11-28 00:00:00,,工业,0
002942.SZ,新农股份,浙江新农化工股份有限公司,2018-12-05 00:00:00,,材料,0
